Número,Frecuencia
26,22
40,22
17,21
3,19
15,19
34,19
7,18
8,18
25,18
28,18
47,18
43,17
4,16
5,16
19,16
44,16
49,16
1,15
10,15
13,15
16,15
20,15
31,15
33,15
37,14
39,14
14,13
23,13
24,13
30,13
6,12
18,12
22,12
27,12
36,12
46,12
2,11
12,11
21,11
32,11
35,11
45,11
50,11
9,10
11,10
29,10
42,10
54,10
38,9
41,9
48,9
53,9
52,8
51,7
