Número,Frecuencia
8,21
44,21
26,20
15,19
29,19
21,18
39,18
40,18
41,17
49,17
50,17
1,16
6,16
34,16
47,16
48,16
11,15
13,15
38,15
45,15
2,14
5,14
14,14
19,14
28,14
33,14
4,13
7,13
10,13
16,13
20,13
24,13
30,13
3,12
12,12
17,12
32,12
36,12
46,12
18,11
31,11
37,11
42,11
9,10
23,10
25,10
51,10
22,9
27,9
35,8
43,8
54,6
53,3
52,1
