Número,Frecuencia
8,23
1,19
6,19
16,19
28,19
32,19
20,18
50,18
23,17
24,17
26,17
7,16
13,16
17,16
41,16
9,15
19,15
31,15
35,15
43,15
44,15
2,14
18,14
22,14
33,14
36,14
38,14
30,13
48,13
49,13
3,12
5,12
10,12
11,12
27,12
37,12
47,12
4,11
21,11
29,11
40,11
46,11
39,10
42,10
45,10
12,9
25,9
34,9
52,9
14,8
15,8
51,6
53,6
54,5
