Número,Frecuencia
21,21
8,20
19,20
42,20
5,18
14,18
35,18
1,17
3,17
12,17
18,17
29,17
22,16
26,16
28,16
30,16
44,16
45,16
47,16
9,15
10,15
17,15
23,15
46,15
49,15
37,14
48,14
2,13
13,13
15,13
16,13
25,13
31,13
33,13
20,12
27,12
39,12
43,12
4,11
6,11
32,11
36,11
40,11
41,11
50,11
24,10
34,10
38,10
7,9
11,9
53,9
52,8
54,7
51,6
