Número,Frecuencia
18,23
25,22
40,22
26,21
27,21
35,21
15,20
33,20
5,19
7,19
32,19
42,19
23,17
24,17
12,16
16,16
38,16
41,16
17,15
20,15
36,15
48,15
3,14
8,14
28,14
37,14
43,14
2,13
49,13
9,12
10,12
45,12
52,12
4,11
11,11
14,11
19,11
29,11
30,11
39,11
1,10
21,10
51,10
13,9
22,9
46,9
53,9
31,8
34,8
47,8
54,8
6,7
44,7
50,7
