Número,Frecuencia
38,23
19,22
12,21
33,21
3,19
32,19
27,18
13,17
4,16
20,16
34,16
42,16
52,16
6,15
9,15
11,15
14,15
15,15
17,15
31,15
37,15
40,15
49,15
5,14
7,14
18,14
25,14
28,14
21,13
16,12
22,12
24,12
39,12
43,12
44,12
46,12
50,12
1,11
2,11
23,11
35,11
47,11
10,10
41,10
48,10
26,9
29,9
30,9
36,9
53,9
8,7
45,7
51,7
54,6
