Número,Frecuencia
40,38
7,37
15,37
26,36
8,35
22,35
3,34
17,34
13,33
27,33
34,33
43,33
44,33
5,32
20,32
25,32
28,32
10,31
19,31
30,31
4,30
12,30
16,30
47,30
1,29
33,29
6,28
9,28
35,28
39,28
18,27
38,26
11,25
29,25
37,25
41,25
2,24
14,24
21,24
50,24
24,23
31,23
32,23
42,23
45,23
49,23
46,22
23,20
54,19
36,18
48,17
51,16
53,14
52,13
