Número,Frecuencia
35,37
8,36
27,36
11,35
15,35
39,35
4,33
14,33
41,33
31,32
28,31
32,31
2,30
10,30
17,30
25,30
5,29
6,29
7,29
40,29
49,29
1,28
3,28
9,28
19,28
20,28
22,28
26,28
37,28
13,27
21,27
18,25
33,25
42,25
43,25
50,25
16,24
36,24
23,23
24,23
30,23
38,22
44,22
12,21
29,21
46,21
45,20
47,18
48,18
53,18
54,18
52,17
34,16
51,16
