Número,Frecuencia
36,25
7,21
22,20
2,19
9,19
42,18
19,17
32,17
3,16
13,16
31,16
37,16
43,16
46,16
34,15
39,15
11,14
16,14
25,14
26,14
27,14
33,14
35,14
45,14
4,13
5,13
10,13
23,13
24,13
28,13
29,13
41,13
1,12
12,12
15,12
20,12
47,12
8,11
17,11
18,11
40,11
50,11
6,10
21,10
30,10
52,10
14,9
44,9
48,9
49,9
38,8
53,8
54,8
51,7
