Número,Frecuencia
2,23
3,22
12,21
43,21
6,20
8,19
19,19
38,19
34,18
17,17
23,17
24,17
32,17
4,16
14,16
21,16
31,16
7,15
16,15
26,15
39,15
47,15
10,14
15,14
18,14
25,14
28,14
33,14
35,14
46,14
1,13
5,13
20,13
51,13
37,12
45,12
49,12
29,11
36,11
41,11
48,11
50,11
9,10
11,10
40,10
44,10
22,8
27,8
30,8
42,8
53,8
54,8
52,7
13,5
