Número,Frecuencia
5,199
22,194
26,193
42,190
9,188
15,188
27,186
16,185
8,184
19,183
39,183
10,180
4,179
37,175
7,174
29,174
14,173
35,173
17,171
24,171
36,171
32,170
40,170
41,169
3,168
18,168
38,167
33,166
13,165
25,165
12,164
28,164
31,164
2,162
21,162
1,161
11,160
6,159
30,155
48,155
44,154
43,153
46,152
49,148
20,145
23,145
34,144
47,136
45,126
50,126
54,108
51,97
53,93
52,87
