Número,Frecuencia
3,23
21,20
13,19
8,18
14,18
27,18
5,17
1,16
10,16
7,15
19,15
24,15
32,15
35,15
40,15
2,14
9,14
11,14
36,14
39,14
42,14
48,14
4,13
6,13
12,13
20,13
22,13
25,13
38,13
49,13
16,12
18,12
26,12
29,11
41,11
43,11
47,11
30,10
37,10
46,10
50,10
15,9
28,9
33,9
34,9
52,9
44,8
51,8
53,8
17,7
31,7
45,7
54,6
23,5
