Número,Frecuencia
36,37
7,34
26,34
2,33
39,33
8,32
29,32
13,31
15,31
19,31
34,31
41,30
44,30
9,29
11,29
22,29
32,29
40,29
42,29
45,29
1,28
3,28
21,28
33,28
46,28
47,28
50,28
5,27
16,27
28,27
31,27
37,27
4,26
6,26
10,26
24,26
49,26
20,25
48,25
12,24
25,24
43,24
14,23
17,23
23,23
27,23
30,23
38,23
18,22
35,22
51,17
54,14
52,11
53,11
