Número,Frecuencia
21,23
2,20
22,19
26,18
20,17
25,17
31,17
45,17
1,16
18,16
36,16
43,16
47,16
49,16
50,16
9,15
10,15
12,15
19,15
24,15
34,15
44,15
4,14
8,14
46,14
5,13
7,13
37,13
41,13
6,12
15,12
17,12
29,12
35,12
39,12
40,12
53,12
16,11
27,11
32,11
33,11
14,10
23,10
30,10
38,10
3,9
42,9
11,8
13,8
28,8
48,7
51,7
52,7
54,6
