Número,Frecuencia
44,24
18,22
31,22
38,22
22,21
14,20
40,20
41,20
36,19
2,18
35,18
27,17
11,16
12,16
43,16
4,15
5,15
21,15
24,15
42,15
49,15
52,15
6,14
10,14
16,14
19,14
45,14
32,13
33,13
34,13
8,12
17,12
25,12
29,12
37,12
39,12
48,12
15,11
26,11
28,11
46,11
3,10
7,10
30,10
1,9
9,9
13,9
51,9
53,9
54,9
20,8
23,8
50,7
47,4
