Número,Frecuencia
14,39
19,37
12,36
32,35
37,33
38,33
15,32
29,32
4,31
9,31
11,30
27,30
28,30
31,30
2,29
3,29
6,29
7,29
22,29
24,29
33,29
42,29
16,28
20,28
48,28
13,27
17,27
34,27
40,27
5,26
39,26
44,26
1,25
10,25
25,25
50,25
52,25
18,24
26,24
30,24
35,24
8,23
23,23
41,23
49,23
21,22
47,22
36,21
43,20
46,20
54,20
45,18
53,18
51,17
