Número,Frecuencia
21,25
30,20
31,20
35,20
27,19
22,17
26,17
36,17
49,17
4,16
7,16
10,16
43,16
44,16
15,15
20,15
25,14
11,13
12,13
16,13
37,13
39,13
50,13
1,12
5,12
9,12
14,12
18,12
23,12
29,12
32,12
33,12
34,12
42,12
24,11
40,11
17,10
19,10
38,10
52,10
54,10
6,9
41,9
48,9
53,9
2,8
8,8
13,8
28,8
45,8
3,7
47,6
51,6
46,5
