Número,Frecuencia
5,21
19,19
16,18
17,18
34,18
4,17
9,17
21,17
39,17
6,16
24,16
31,16
42,16
1,15
8,15
13,15
22,15
27,15
29,15
10,14
23,14
26,14
30,14
49,14
3,13
12,13
15,13
18,13
35,13
36,13
37,13
38,13
41,13
44,13
54,13
7,12
11,12
43,12
45,12
32,11
40,11
46,11
47,11
53,11
14,10
20,9
28,9
33,9
51,9
2,8
25,8
48,8
50,6
52,6
