Número,Frecuencia
14,24
29,23
2,18
37,18
48,18
15,17
22,17
24,17
8,16
9,16
16,16
28,16
32,16
4,15
7,15
10,15
11,15
12,15
19,15
26,15
30,15
31,15
1,14
6,14
39,14
44,14
54,14
35,13
41,13
42,13
50,13
5,12
17,12
20,12
23,12
27,12
36,12
40,12
25,11
34,11
45,11
47,11
3,10
13,10
18,10
38,10
51,10
21,9
52,9
53,9
33,8
43,8
46,8
49,8
