Número,Frecuencia
39,23
38,20
10,19
33,19
44,19
31,18
40,18
49,18
15,17
24,17
25,17
26,17
28,17
32,17
42,17
13,16
16,16
27,16
37,16
3,15
4,15
36,15
50,15
1,14
29,14
47,14
48,14
2,13
6,13
8,13
9,13
14,13
17,13
18,13
19,13
22,13
23,13
46,13
11,12
30,12
35,12
43,12
5,11
7,11
41,11
21,10
34,10
12,9
54,9
20,7
51,7
52,7
45,5
53,3
