Número,Frecuencia
5,24
17,21
6,18
9,18
16,18
24,18
41,18
14,17
18,17
29,17
22,16
34,16
1,15
4,15
26,15
39,15
46,15
2,14
8,14
11,14
12,14
19,14
30,14
32,14
40,14
42,14
3,13
10,13
15,13
28,13
35,13
43,13
44,13
48,13
21,12
25,12
36,12
37,12
38,12
49,12
23,11
27,11
33,11
47,11
50,11
20,10
54,10
31,9
45,9
13,8
53,8
7,7
51,6
52,3
