Número,Frecuencia
15,24
25,19
35,19
2,18
4,18
11,18
31,18
33,18
39,18
19,17
26,17
27,17
36,17
37,17
5,16
17,16
28,16
38,16
6,15
7,15
14,15
22,15
49,15
9,14
32,14
8,13
10,13
13,13
40,13
42,13
43,13
1,12
3,12
41,12
46,12
53,12
21,11
16,10
18,10
24,10
29,10
30,10
44,10
52,10
20,9
23,9
47,9
48,9
50,9
54,9
51,7
12,6
34,6
45,6
